Serial No,Location,Apartment_size,Bed,Bath,Price,Area,Area_code
691,"Block L, South Banasree Project, Banasree, Dhaka",1100,3,2,20000,Banasree,5
692,"Block L, South Banasree Project, Banasree, Dhaka",1100,3,2,20000,Banasree,5
693,"aziz Moholla, Mohammadpur, Dhaka",700,2,2,15000,Mohammadpur,46
694,"Sector 11, Uttara, Dhaka",900,2,2,17000,Uttara,72
695,"Naddapara, Dakshin Khan, Dhaka",700,2,2,11000,Nadda,49
696,"Tajmahal Road, Mohammadpur, Dhaka",550,2,1,15000,Mohammadpur,46
697,"Block A, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",1200,3,3,15000,Dhanmondi,14
698,"Mohammadpur, Dhaka",720,2,2,14000,Mohammadpur,46
699,"Mohammadpur, Dhaka",720,2,2,15000,Mohammadpur,46
700,"Section 1, Mirpur, Dhaka",1150,3,3,18000,Mirpur,44
701,"Block C, Section 10, Mirpur, Dhaka",1300,4,3,23000,Mirpur,44
702,"Mohammadpur, Dhaka",720,2,2,14000,Mohammadpur,46
703,"Avenue 4, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,43000,Mirpur,44
704,"Avenue 4, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,43000,Mirpur,44
705,"Avenue 4, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,44000,Mirpur,44
706,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka",2200,4,3,42000,Mirpur,44
707,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka",1100,2,2,26000,Mirpur,44
708,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,40000,Mirpur,44
709,"Block L, South Banasree Project, Banasree, Dhaka",1100,3,2,20000,Banasree,5
710,"Block L, South Banasree Project, Banasree, Dhaka",1100,3,2,20000,Banasree,5
711,"Block L, South Banasree Project, Banasree, Dhaka",1100,3,2,20000,Banasree,5
712,"Block L, South Banasree Project, Banasree, Dhaka",1100,3,2,20000,Banasree,5
713,"Block L, South Banasree Project, Banasree, Dhaka",1100,3,2,20000,Banasree,5
714,"Uttar Badda, Badda, Dhaka",700,2,2,13000,Badda,3
715,"Uttar Badda, Badda, Dhaka",700,2,2,13000,Badda,3
716,"Ashkona, Dakshin Khan, Dhaka",700,2,2,11000,Dakshin Khan,12
717,"Block A, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",1200,3,3,15000,Dhanmondi,14
718,"Section 1, Mirpur, Dhaka",1150,3,3,18000,Mirpur,44
719,"Taltola, Dhaka",800,2,2,12500,Taltola,68
720,"Taltola, Dhaka",800,2,2,12500,Taltola,68
721,"Badda, Dhaka",1170,3,3,23000,Badda,3
722,"Taltola, Dhaka",900,3,2,16000,Taltola,68
723,"Ibrahimpur, Dhaka",1250,3,3,19000,Ibrahimpur,21
724,"Section 10, Mirpur, Dhaka",1450,3,3,26000,Mirpur,44
725,"Joar Sahara, Dhaka",1100,3,2,21000,Joar Sahara,23
726,"Mohammadpur, Dhaka",700,2,2,15000,Mohammadpur,46
727,"Block J, Baridhara, Dhaka",1300,3,3,26000,Baridhara,8
728,"Kallyanpur, Mirpur, Dhaka",600,2,1,11000,Mirpur,44
729,"Middle Paikpara, Mirpur, Dhaka",1440,3,3,15000,Mirpur,44
730,"Middle Paikpara, Mirpur, Dhaka",1440,3,3,15000,Mirpur,44
731,"Mohammadi Housing LTD., Mohammadpur, Dhaka",950,3,2,18000,Mohammadpur,46
732,"Section 1, Mirpur, Dhaka",1100,3,3,15000,Mirpur,44
733,"Uttar Badda, Badda, Dhaka",600,2,1,11000,Badda,3
734,"Middle Paikpara, Mirpur, Dhaka",1440,3,3,15000,Mirpur,44
735,"Dhanmondi, Dhaka",1800,3,4,40000,Dhanmondi,14
736,"Sector 3, Uttara, Dhaka",1800,3,3,40000,Uttara,72
737,"Block H, South Banasree Project, Banasree, Dhaka",1400,3,3,20000,Banasree,5
738,"Block B, South Banasree Project, Banasree, Dhaka",650,2,2,10500,Banasree,5
739,"Shahjadpur, Badda, Dhaka",800,2,2,17000,Badda,3
740,"Block K, South Banasree Project, Banasree, Dhaka",1400,4,3,18000,Banasree,5
741,"Kalabagan, Dhaka",1250,3,3,28000,Kalabagan,28
742,"Badda, Dhaka",600,2,1,14000,Badda,3
743,"Block D, Section 12, Mirpur, Dhaka",650,2,2,12500,Mirpur,44
744,"Block D, Section 12, Mirpur, Dhaka",650,2,2,12500,Mirpur,44
745,"Block D, Section 12, Mirpur, Dhaka",650,2,2,12500,Mirpur,44
746,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka",1100,2,2,21000,Mirpur,44
747,"Block D, Section 12, Mirpur, Dhaka",650,2,2,11000,Mirpur,44
748,"Block D, Section 12, Mirpur, Dhaka",650,2,2,10000,Mirpur,44
749,"Block B, Section 12, Mirpur, Dhaka",750,2,2,12000,Mirpur,44
750,"Block D, Section 12, Mirpur, Dhaka",650,2,2,10000,Mirpur,44
751,"Block D, Section 12, Mirpur, Dhaka",650,2,2,12000,Mirpur,44
752,"Block D, Section 12, Mirpur, Dhaka",650,2,2,11000,Mirpur,44
753,"Mirpur, Dhaka",800,2,1,13000,Mirpur,44
754,"Block B, Section 12, Mirpur, Dhaka",1100,3,3,18000,Mirpur,44
755,"Shukrabad, Dhanmondi, Dhaka",1100,3,3,26000,Dhanmondi,14
756,"Block D, Section 12, Mirpur, Dhaka",650,2,2,10000,Mirpur,44
757,"Donia, Jatra Bari, Dhaka",800,2,2,13000,Jatra Bari,22
758,"Block B, Section 12, Mirpur, Dhaka",700,2,2,11000,Mirpur,44
759,"Sector 1, Block G, Aftab Nagar, Dhaka",550,2,1,10000,Aftab Nagar,1
760,"Sector 1, Block G, Aftab Nagar, Dhaka",550,2,1,10000,Aftab Nagar,1
761,"Sector 10, Uttara, Dhaka",1080,2,2,18000,Uttara,72
762,"Kuril, Dhaka",650,2,1,12000,Kuril,36
763,"Block E, Section 12, Mirpur, Dhaka",650,2,2,13000,Mirpur,44
764,"Green City Housing, Mohammadpur, Dhaka",1600,3,3,18000,Mohammadpur,46
765,"Green City Housing, Mohammadpur, Dhaka",1600,3,3,18000,Mohammadpur,46
766,"Joar Sahara, Dhaka",700,2,2,15000,Joar Sahara,23
767,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",1400,3,3,25000,Dhanmondi,14
768,"Block A, Section 12, Mirpur, Dhaka",800,3,3,15000,Mirpur,44
769,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,11000,Mirpur,44
770,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",950,3,3,12000,Mirpur,44
771,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,10000,Mirpur,44
772,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,10000,Mirpur,44
773,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,11000,Mirpur,44
774,"Block A, Section 12, Mirpur, Dhaka",700,2,2,13000,Mirpur,44
775,"West Kalachandpur, Kalachandpur, Dhaka",750,2,2,14000,Kalachandpur,29
776,"West Nakhalpara, Tejgaon, Dhaka",750,2,2,19000,Tejgaon,69
777,"Block A, Aftab Nagar, Dhaka",800,2,2,18000,Aftab Nagar,1
778,"Block A, Chandrima Model Town, Mohammadpur, Dhaka",1200,3,3,16000,Mohammadpur,46
779,"Kotwali, Dhaka",650,3,2,18000,Kotwali,35
780,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",2250,3,4,40000,Mirpur,44
781,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,37000,Mirpur,44
782,"Block A, Section 12, Mirpur, Dhaka",1425,3,3,28000,Mirpur,44
783,"Block A, Section 12, Mirpur, Dhaka",1425,3,3,28000,Mirpur,44
784,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",2350,4,4,40000,Mirpur,44
785,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",2350,4,4,40000,Mirpur,44
786,"West Rampura, Rampura, Dhaka",1000,2,2,16000,Rampura,56
787,"Sector 5, Uttara, Dhaka",1400,3,3,25000,Uttara,72
788,"PC Culture Housing, Mohammadpur, Dhaka",500,1,1,10500,Mohammadpur,46
789,"Rupali Housing, Section 3, Mirpur, Dhaka",800,2,2,12000,Mirpur,44
790,"Rupali Housing, Section 3, Mirpur, Dhaka",800,2,2,13000,Mirpur,44
791,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",1000,3,3,26000,Dhanmondi,14
792,"Nadda, Dhaka",700,2,2,13000,Nadda,49
793,"Block B, Sayednagar, East Vatara, Vatara, Badda, Dhaka",1200,3,3,17000,Vatara,73
794,"Mirpur, Dhaka",800,2,2,12000,Mirpur,44
795,"Jagannathpur, Badda, Dhaka",700,2,2,13000,Badda,3
796,"Nadda, Dhaka",800,2,2,15000,Nadda,49
797,"Dhanmondi, Dhaka",1200,3,3,25000,Dhanmondi,14
798,"Kalachandpur, Dhaka",750,2,2,13500,Kalachandpur,29
799,"Baigertek, Cantonment, Dhaka",1200,3,3,11000,Cantonment,11
800,"Mohammadia Housing Society, Mohammadpur, Dhaka",1300,3,2,20000,Mohammadpur,46
801,"Mohammadi Housing LTD., Mohammadpur, Dhaka",800,2,2,15000,Mohammadpur,46
802,"Block F, Section 2, Mirpur, Dhaka",1150,3,3,18000,Mirpur,44
803,"Mohammadpur, Dhaka",650,2,2,16000,Mohammadpur,46
804,"Uttar Badda, Badda, Dhaka",1000,3,2,18000,Badda,3
805,"Block D, Section 12, Mirpur, Dhaka",650,2,2,13000,Mirpur,44
806,"Jahuri Moholla, Mohammadpur, Dhaka",700,2,2,15000,Mohammadpur,46
807,"Shahjahanpur, Dhaka",700,2,2,20000,Shahjahanpur,60
808,"Block C, Chad Uddan Housing, Mohammadpur, Dhaka",700,2,2,11000,Mohammadpur,46
809,"Badda, Dhaka",750,2,2,15000,Badda,3
810,"Badda, Dhaka",750,2,2,15000,Badda,3
811,"Block B, Banasree, Dhaka",500,1,1,11000,Banasree,5
812,"Section 2, Mirpur, Dhaka",650,2,2,12500,Mirpur,44
813,"Block C, Section 12, Mirpur, Dhaka",650,2,2,10000,Mirpur,44
814,"Block D, Section 11, Mirpur, Dhaka",650,3,2,10000,Mirpur,44
815,"Baridhara DOHS, Dhaka",1400,3,3,70000,Baridhara,8
816,"Block B, Dhaka Uddan, Mohammadpur, Dhaka",750,2,2,12000,Mohammadpur,46
817,"Block F, Eastern Housing, Pallabi, Mirpur, Dhaka",800,2,2,11000,Mirpur,44
818,"Sujat Nagar, Pallabi, Mirpur, Dhaka",700,2,2,16000,Mirpur,44
819,"Block C, Future Town, Bochila, Mohammadpur, Dhaka",1200,3,3,13000,Mohammadpur,46
820,"Block C, Future Town, Bochila, Mohammadpur, Dhaka",1200,3,3,13000,Mohammadpur,46
821,"Block C, Future Town, Bochila, Mohammadpur, Dhaka",1200,3,3,13000,Mohammadpur,46
822,"Block B, Eastern Housing, Pallabi, Mirpur, Dhaka",1050,3,3,14000,Mirpur,44
823,"Dhanmondi, Dhaka",1650,3,3,45000,Dhanmondi,14
824,"Block D, Dhaka Uddan, Mohammadpur, Dhaka",1100,3,3,13000,Mohammadpur,46
825,"Hazaribag, Dhaka",750,2,1,14000,Hazaribag,20
826,"Block B, Section 6, Mirpur, Dhaka",650,2,2,16000,Mirpur,44
827,"Mohammadpur, Dhaka",450,1,1,11500,Mohammadpur,46
828,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",600,2,1,15000,Dhanmondi,14
829,"Khilbari Tek, Badda, Dhaka",900,2,2,12000,Badda,3
830,"Natun Bazar, Badda, Dhaka",750,2,2,15000,Badda,3
831,"North Pirerbag, Pirerbag, Section 1, Mirpur, Dhaka",850,2,2,12000,Mirpur,44
832,"Block B, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",800,2,2,12000,Dhanmondi,14
833,"Block B, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",800,2,2,12000,Dhanmondi,14
834,"Tali office Road, Hazaribag, Dhaka",1000,3,3,19000,Hazaribag,20
835,"Dhanmondi, Dhaka",1640,3,3,40000,Dhanmondi,14
836,"Block B, Section 12, Mirpur, Dhaka",1350,3,3,25000,Mirpur,44
837,"Block A, Sat Masjid Housing, Mohammadpur, Dhaka",900,2,2,14000,Mohammadpur,46
838,"Block B, Niketan, Dhaka",1460,3,3,45000,Niketan,51
839,"Sector 4, Uttara, Dhaka",2500,4,4,40000,Uttara,72
840,"Sector 13, Uttara, Dhaka",1300,3,4,20000,Uttara,72
841,"Shegunbagicha, Dhaka",1550,3,3,40000,Shegunbagicha,62
842,"Mohammadpur, Dhaka",720,2,2,16000,Mohammadpur,46
843,"Tallabag, Hazaribag, Dhaka",800,2,2,15000,Hazaribag,20
844,"Middle Bashabo, Bashabo, Dhaka",700,2,1,17000,Bashabo,9
845,"Rayer Bazaar, Hazaribag, Dhaka",900,2,2,20000,Hazaribag,20
846,"Kuril, Dhaka",950,3,2,18000,Kuril,36
847,"Senpara Parbata, Section 10, Mirpur, Dhaka",1500,4,3,22000,Mirpur,44
848,"Mohammadpur, Dhaka",750,2,2,14500,Mohammadpur,46
849,"Mohammadpur, Dhaka",750,2,2,13500,Mohammadpur,46
850,"Joar Sahara, Dhaka",800,3,2,18000,Joar Sahara,23
851,"Shegunbagicha, Dhaka",1165,3,3,32000,Shegunbagicha,62
852,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",1000,3,2,15000,Dhanmondi,14
853,"Block L, South Banasree Project, Banasree, Dhaka",850,2,2,13000,Banasree,5
854,"Badda, Dhaka",1200,3,2,20000,Badda,3
855,"Mohammadpur, Dhaka",650,2,2,14000,Mohammadpur,46
856,"Sector 13, Uttara, Dhaka",900,2,2,17000,Uttara,72
857,"Shantibag, Malibagh, Dhaka",1200,3,3,25000,Malibagh,41
858,"Shyamoli, Dhaka",1300,3,3,19000,Shyamoli,65
859,"Mohammadia Housing Society, Mohammadpur, Dhaka",750,2,2,17000,Mohammadpur,46
860,"Sector 14, Uttara, Dhaka",1200,3,3,22000,Uttara,72
861,"Rupnagar R/A, Mirpur, Dhaka",800,2,2,10000,Mirpur,44
862,"Dhanmondi, Dhaka",1200,3,3,30000,Dhanmondi,14
863,"West Shewrapara, Mirpur, Dhaka",1100,3,2,15000,Mirpur,44
864,"Adarsha Nagar, Badda, Dhaka",1100,3,3,18000,Badda,3
865,"Middle Badda, Badda, Dhaka",650,2,1,10000,Badda,3
866,"Hazaribag, Dhaka",900,2,2,19000,Hazaribag,20
867,"Middle Badda, Badda, Dhaka",720,3,2,12000,Badda,3
868,"Block C, Banasree, Dhaka",1450,3,3,31000,Banasree,5
869,"Jigatola, Hazaribag, Dhaka",900,2,2,18000,Hazaribag,20
870,"West Shewrapara, Mirpur, Dhaka",850,3,2,15000,Mirpur,44
871,"Hazaribag, Dhaka",900,2,2,14000,Hazaribag,20
872,"West Shewrapara, Mirpur, Dhaka",1300,4,3,20000,Mirpur,44
873,"South Banasree Project, Banasree, Dhaka",1150,3,3,16000,Banasree,5
874,"Sector 10, Uttara, Dhaka",1200,3,2,20000,Uttara,72
875,"Sector 11, Uttara, Dhaka",1700,3,4,35000,Uttara,72
876,"Taltola, Dhaka",650,2,1,12000,Taltola,68
877,"Sultanganj, Rayer Bazaar, Hazaribag, Dhaka",500,1,1,8000,Hazaribag,20
878,"Madartek, Bashabo, Dhaka",700,2,2,12000,Madartek,39
879,"Nayatola, Maghbazar, Dhaka",1250,3,2,20000,Maghbazar,40
880,"Mohammadpur, Dhaka",650,2,1,15000,Mohammadpur,46
881,"Sector 13, Uttara, Dhaka",900,2,2,17000,Uttara,72
882,"Sector 14, Uttara, Dhaka",950,2,2,18000,Uttara,72
883,"Baitul Aman Housing Society, Adabor, Dhaka",850,3,2,20000,Adabor,0
884,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka",1045,2,2,26000,Mirpur,44
885,"Senpara Parbata, Section 10, Mirpur, Dhaka",900,2,2,16000,Mirpur,44
886,"Block C, Section 1, Mirpur, Dhaka",650,2,1,11000,Mirpur,44
887,"Avenue 11, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,40000,Mirpur,44
888,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka",2200,4,3,45000,Mirpur,44
889,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka",2200,4,4,44000,Mirpur,44
890,"Avenue 4, Mirpur DOHS, Mirpur, Dhaka",2200,4,4,44000,Mirpur,44
891,"Avenue 2A, Mirpur DOHS, Mirpur, Dhaka",2200,4,4,44500,Mirpur,44
892,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",2200,4,3,45000,Mirpur,44
893,"Rupnagar R/A, Mirpur, Dhaka",800,2,2,15000,Mirpur,44
894,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",2200,4,4,45000,Mirpur,44
895,"Block D, Section 12, Mirpur, Dhaka",650,2,2,14000,Mirpur,44
896,"Block D, Section 12, Mirpur, Dhaka",900,3,2,18000,Mirpur,44
897,"Block F, aziz Moholla, Mohammadpur, Dhaka",550,2,1,14500,Mohammadpur,46
898,"Shantibag, Malibagh, Dhaka",1400,3,3,35000,Malibagh,41
899,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka",2200,3,4,40000,Mirpur,44
900,"Maghbazar, Dhaka",1200,3,2,22000,Maghbazar,40
901,"Block B, Section 10, Mirpur, Dhaka",650,2,2,13000,Mirpur,44
902,"Maghbazar, Dhaka",650,2,1,13000,Maghbazar,40
903,"Rupnagar R/A, Mirpur, Dhaka",1050,3,2,22000,Mirpur,44
904,"Nayatola, Maghbazar, Dhaka",650,2,1,12000,Maghbazar,40
905,"Dhanmondi, Dhaka",2430,3,3,65000,Dhanmondi,14
906,"Shantinagar, Dhaka",700,2,2,20000,Shantinagar,61
907,"Sector 13, Uttara, Dhaka",1600,3,3,23000,Uttara,72
908,"Taltola, Khilgaon, Dhaka",800,2,2,18000,Taltola,68
909,"Block B, Eastern Housing, Pallabi, Mirpur, Dhaka",1150,2,2,12000,Mirpur,44
910,"Block A, Banasree, Dhaka",1000,2,2,17000,Banasree,5
911,"Block C, Banasree, Dhaka",700,2,2,15000,Banasree,5
912,"Mohammadia Housing Society, Mohammadpur, Dhaka",350,1,1,10500,Mohammadpur,46
913,"Bashabo, Dhaka",990,2,2,20000,Bashabo,9
914,"Sikder Real Estate, Tali office Road, Hazaribag, Dhaka",850,2,2,13000,Hazaribag,20
915,"Sikder Real Estate, Tali office Road, Hazaribag, Dhaka",850,2,2,13000,Hazaribag,20
916,"Tilpapara, Khilgaon, Dhaka",800,3,2,16000,Khilgaon,33
917,"Dhanmondi, Dhaka",700,2,1,16000,Dhanmondi,14
918,"East Rampura, Rampura, Dhaka",600,2,1,11000,Rampura,56
919,"East Shewrapara, Mirpur, Dhaka",1100,3,3,15000,Mirpur,44
920,"PC Culture Housing, Mohammadpur, Dhaka",700,2,2,14000,Mohammadpur,46
921,"Block B, Chandrima Model Town, Mohammadpur, Dhaka",1100,3,3,15000,Mohammadpur,46
922,"Block B, Chandrima Model Town, Mohammadpur, Dhaka",1100,3,3,15000,Mohammadpur,46
923,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",1250,3,3,17000,Mirpur,44
924,"Abdur Rafique Housing Society, Shekhertek, Mohammadpur, Dhaka",1050,3,2,19000,Mohammadpur,46
925,"Mohammadpur, Dhaka",1600,3,3,35000,Mohammadpur,46
926,"Tejkunipara, Tejgaon, Dhaka",1200,3,3,28000,Tejgaon,69
927,"Tejkunipara, Tejgaon, Dhaka",1050,3,2,26000,Tejgaon,69
928,"Block B, Eastern Housing, Pallabi, Mirpur, Dhaka",850,3,2,16500,Mirpur,44
929,"Avenue 1, Mirpur DOHS, Mirpur, Dhaka",1100,2,2,26500,Mirpur,44
930,"Mohammadpur, Dhaka",720,2,2,14000,Mohammadpur,46
931,"Block B, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",700,2,2,10000,Dhanmondi,14
932,"Block A, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",750,2,2,12000,Dhanmondi,14
933,"Rupnagar R/A, Mirpur, Dhaka",650,2,2,14000,Mirpur,44
934,"Block A, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",2200,4,4,30000,Dhanmondi,14
935,"PC Culture Housing, Mohammadpur, Dhaka",700,2,2,14000,Mohammadpur,46
936,"Gawair, Dakshin Khan, Dhaka",600,2,2,9000,Dakshin Khan,12
937,"Sector 10, Uttara, Dhaka",950,2,2,15000,Uttara,72
938,"Naya Paltan, Motijheel, Dhaka",1165,3,2,35000,Paltan,53
939,"Block F, aziz Moholla, Mohammadpur, Dhaka",720,2,2,15000,Mohammadpur,46
940,"Baitul Aman Housing Society, Adabor, Dhaka",800,2,2,16000,Adabor,0
941,"Baitul Aman Housing Society, Adabor, Dhaka",800,2,2,16000,Adabor,0
942,"Section 1, Mirpur, Dhaka",600,2,1,11000,Mirpur,44
943,"West Shewrapara, Mirpur, Dhaka",1375,3,3,27000,Mirpur,44
944,"Avenue 1, Mirpur DOHS, Mirpur, Dhaka",1100,2,2,26500,Mirpur,44
945,"Tajmahal Road, Mohammadpur, Dhaka",1250,3,3,30000,Mohammadpur,46
946,"Chandmiya Housing, Mohammadpur, Dhaka",700,2,2,15000,Mohammadpur,46
947,"Chandmiya Housing, Mohammadpur, Dhaka",700,2,1,16000,Mohammadpur,46
948,"Block D, Bashundhara R-A, Dhaka",1400,3,3,22000,Bashundhara,10
949,"Mohammadpur, Dhaka",720,2,2,15000,Mohammadpur,46
950,"Naya Paltan, Motijheel, Dhaka",1750,3,3,45000,Paltan,53
951,"Block C Extension, Banasree, Dhaka",850,2,2,20000,Banasree,5
952,"Rupnagar R/A, Mirpur, Dhaka",650,2,2,15000,Mirpur,44
953,"Middle Monipur, Mirpur, Dhaka",400,1,1,8000,Mirpur,44
954,"aziz Moholla, Mohammadpur, Dhaka",1050,3,3,20000,Mohammadpur,46
955,"Block F, Bashundhara R-A, Dhaka",1800,3,4,40000,Bashundhara,10
956,"Uttar Badda, Badda, Dhaka",700,2,2,13000,Badda,3
957,"Uttar Badda, Badda, Dhaka",700,2,2,13000,Badda,3
958,"Vashantek, Cantonment, Dhaka",800,2,2,11000,Cantonment,11
959,"Vashantek, Cantonment, Dhaka",800,2,2,11000,Cantonment,11
960,"Ashkona, Dakshin Khan, Dhaka",500,2,2,8000,Dakshin Khan,12
961,"South Chalabon, Dakshin Khan, Dhaka",500,2,1,8000,Dakshin Khan,12
962,"Mohammadpur, Dhaka",650,2,2,13000,Mohammadpur,46
963,"Avenue 4, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,44000,Mirpur,44
964,"Block A, Mansurabad Housing Society, Adabor, Dhaka",800,2,2,16000,Adabor,0
965,"Naddapara, Dakshin Khan, Dhaka",700,2,2,10000,Nadda,49
966,"Naddapara, Dakshin Khan, Dhaka",700,2,2,11000,Nadda,49
967,"Mirpur DOHS, Mirpur, Dhaka",2200,3,3,42000,Mirpur,44
968,"Taltola, Dakshin Khan, Dhaka",700,2,2,9500,Taltola,68
969,"Taltola, Dakshin Khan, Dhaka",700,2,2,10000,Taltola,68
970,"Shiddheswari, Dhaka",1400,3,3,32000,Shiddheswari,64
971,"Block L, South Banasree Project, Banasree, Dhaka",1100,3,2,20000,Banasree,5
972,"Block L, South Banasree Project, Banasree, Dhaka",1100,3,2,20000,Banasree,5
973,"Block L, South Banasree Project, Banasree, Dhaka",1100,3,2,20000,Banasree,5
974,"Block C, Section 10, Mirpur, Dhaka",1300,4,3,23000,Mirpur,44
975,"PC Culture Housing, Mohammadpur, Dhaka",450,1,1,10000,Mohammadpur,46
976,"Block B, Mansurabad Housing Society, Adabor, Dhaka",800,2,2,15000,Adabor,0
977,"Block L, South Banasree Project, Banasree, Dhaka",1100,3,2,20000,Banasree,5
978,"Block L, South Banasree Project, Banasree, Dhaka",1100,3,2,20000,Banasree,5
979,"South Chalabon, Dakshin Khan, Dhaka",500,2,1,8000,Dakshin Khan,12
980,"Block A, Mansurabad Housing Society, Adabor, Dhaka",800,2,2,16000,Adabor,0
981,"Block B, Mansurabad Housing Society, Adabor, Dhaka",800,2,2,16000,Adabor,0
982,"Block A, Sayednagar, East Vatara, Vatara, Badda, Dhaka",700,2,2,12000,Vatara,73
983,"Joar Sahara, Dhaka",750,2,2,13000,Joar Sahara,23
984,"Middle Paikpara, Mirpur, Dhaka",1440,3,3,15000,Mirpur,44
985,"Kafrul, Dhaka",750,2,2,11500,Kafrul,26
986,"Mirpur, Dhaka",650,2,1,10500,Mirpur,44
987,"Kallyanpur, Mirpur, Dhaka",700,2,2,14000,Mirpur,44
988,"East Shewrapara, Mirpur, Dhaka",600,1,2,10000,Mirpur,44
989,"Block B, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",720,2,2,11000,Dhanmondi,14
990,"East Shewrapara, Mirpur, Dhaka",1800,4,3,33000,Mirpur,44
991,"East Shewrapara, Mirpur, Dhaka",650,2,2,10000,Mirpur,44
992,"Joar Sahara, Dhaka",750,2,2,15000,Joar Sahara,23
993,"Senpara Parbata, Section 10, Mirpur, Dhaka",650,2,2,15000,Mirpur,44
994,"Kathalbagan, Dhaka",1050,3,3,25000,Kathalbagan,31
995,"Badda, Dhaka",600,2,1,14000,Badda,3
996,"Block E, Kaderabad Housing Society, Bosila, Mohammadpur, Dhaka",800,2,2,15000,Mohammadpur,46
997,"Block D, Section 12, Mirpur, Dhaka",650,2,2,12500,Mirpur,44
998,"Block D, Section 12, Mirpur, Dhaka",650,2,2,12500,Mirpur,44
999,"Block D, Section 12, Mirpur, Dhaka",650,2,2,12500,Mirpur,44
1000,"Block D, Section 12, Mirpur, Dhaka",650,2,2,12500,Mirpur,44
1001,"Mohammadpur, Dhaka",750,2,2,18000,Mohammadpur,46
1002,"Block D, Section 12, Mirpur, Dhaka",650,2,1,11000,Mirpur,44
1003,"Block D, Eastern Housing, Pallabi, Mirpur, Dhaka",800,2,2,10000,Mirpur,44
1004,"Block D, Eastern Housing, Pallabi, Mirpur, Dhaka",800,2,2,10000,Mirpur,44
1005,"Mohammadpur, Dhaka",750,2,2,18000,Mohammadpur,46
1006,"Block D, Section 12, Mirpur, Dhaka",650,2,2,12500,Mirpur,44
1007,"Block C, Kaderabad Housing Society, Bosila, Mohammadpur, Dhaka",750,2,2,13000,Mohammadpur,46
1008,"Joar Sahara, Dhaka",600,2,1,12000,Joar Sahara,23
1009,"Block D, Section 12, Mirpur, Dhaka",650,2,2,12500,Mirpur,44
1010,"Kalachandpur, Dhaka",750,2,2,15000,Kalachandpur,29
1011,"Dhanmondi, Dhaka",850,2,2,25000,Dhanmondi,14
1012,"Dhanmondi, Dhaka",1000,3,2,35000,Dhanmondi,14
1013,"Middle Badda, Badda, Dhaka",900,3,2,16000,Badda,3
1014,"Block D, Section 12, Mirpur, Dhaka",650,2,2,10000,Mirpur,44
1015,"Block C, Section 12, Mirpur, Dhaka",650,2,2,12000,Mirpur,44
1016,"Block C, Section 12, Mirpur, Dhaka",650,2,2,12000,Mirpur,44
1017,"Block C, Section 12, Mirpur, Dhaka",650,2,2,12000,Mirpur,44
1018,"Block D, Section 12, Mirpur, Dhaka",650,2,2,12000,Mirpur,44
1019,"Block D, Section 12, Mirpur, Dhaka",650,2,2,10000,Mirpur,44
1020,"Block C, Section 12, Mirpur, Dhaka",725,2,2,12000,Mirpur,44
1021,"Mohakhali, Dhaka",600,2,1,14000,Mohakhali,45
1022,"Avenue 4, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,35000,Mirpur,44
