Serial No,Location,Apartment_size,Bed,Bath,Price,Area,Area_code
1319,"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka",750,2,2,10500,Shyamoli,631
1320,"South Pirerbag, Pirerbag, Mirpur, Dhaka",900,2,2,15000,Mirpur,658
1321,"Mohammadpur, Dhaka",520,2,1,14000,Mohammadpur,461
1322,"Pallabi, Mirpur, Dhaka",1200,3,3,19000,Mirpur,524
1323,"Maghbazar, Dhaka",900,2,2,17000,Maghbazar,422
1324,"Block A, Section 12, Mirpur, Dhaka",700,2,2,17000,Mirpur,99
1325,"Block A, Section 12, Mirpur, Dhaka",1200,3,2,25000,Mirpur,99
1326,"Shantinagar, Dhaka",1200,3,3,35000,Shantinagar,619
1327,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",2200,4,4,43500,Mirpur,33
1328,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",2200,4,4,42500,Mirpur,33
1329,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",2200,4,4,45000,Mirpur,33
1330,"Block G, Bashundhara R-A, Dhaka",1865,3,3,25000,Bashundhara,230
1331,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",2300,4,4,45000,Mirpur,33
1332,"Block E, Section 12, Mirpur, Dhaka",1050,3,2,26500,Mirpur,212
1333,"Block E, Kaderabad Housing Society, Bosila, Mohammadpur, Dhaka",800,2,2,14500,Mohammadpur,207
1334,"Hazaribag, Dhaka",660,2,1,10000,Hazaribag,351
1335,"Block TA, Section 12, Mirpur, Dhaka",650,2,2,13000,Mirpur,267
1336,"Hazaribag, Dhaka",950,2,2,16000,Hazaribag,351
1337,"Block B, Section 12, Mirpur, Dhaka",1100,3,3,16000,Mirpur,132
1338,"Dakshin Khan, Dhaka",800,2,2,11000,Dakshin Khan,292
1339,"Block C, Section 12, Mirpur, Dhaka",700,2,2,14000,Mirpur,161
1340,"Block C, Section 12, Mirpur, Dhaka",700,2,2,13500,Mirpur,161
1341,"Mohammadpur, Dhaka",720,2,2,19000,Mohammadpur,461
1342,"Matikata, Cantonment, Dhaka",1100,3,3,15000,Cantonment,434
1343,"Block A, Section 12, Mirpur, Dhaka",1200,3,3,26500,Mirpur,99
1344,"Sector 13, Uttara, Dhaka",950,3,2,17000,Uttara,593
1345,"Sector 11, Uttara, Dhaka",900,2,2,16000,Uttara,591
1346,"Katashur, Mohammadpur, Dhaka",1000,3,2,16000,Mohammadpur,392
1347,"East Shewrapara, Mirpur, Dhaka",700,2,2,10500,Mirpur,321
1348,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",720,2,2,14000,Badda,641
1349,"Sector 1, Block D, Aftab Nagar, Dhaka",1300,3,3,18000,Aftab Nagar,584
1350,"Mohammadpur, Dhaka",1600,3,4,27000,Mohammadpur,461
1351,"Block B, Mansurabad Housing Society, Adabor, Dhaka",600,2,2,14000,Adabor,120
1352,"Block B, Mansurabad Housing Society, Adabor, Dhaka",900,2,2,14000,Adabor,120
1353,"Shantinagar, Dhaka",1600,3,3,40000,Shantinagar,619
1354,"Block C, Aftab Nagar, Dhaka",800,2,2,15000,Aftab Nagar,138
1355,"Block C, Aftab Nagar, Dhaka",800,2,2,15000,Aftab Nagar,138
1356,"3rd Colony, Mirpur, Dhaka",700,2,2,12000,Mirpur,4
1357,"Latif Real Estate, Katashur, Mohammadpur, Dhaka",950,3,2,15000,Mohammadpur,416
1358,"Mirpur, Dhaka",700,2,2,12500,Mirpur,451
1359,"Kafrul, Dhaka",700,2,1,13000,Kafrul,378
1360,"Kaderabad Housing Society, Bosila, Mohammadpur, Dhaka",1000,3,2,17500,Mohammadpur,376
1361,"Block G, Bashundhara R-A, Dhaka",1800,3,4,27000,Bashundhara,230
1362,"Ibrahimpur, Dhaka",650,2,2,12000,Ibrahimpur,355
1363,"PC Culture Housing, Mohammadpur, Dhaka",1100,3,3,20000,Mohammadpur,519
1364,"Nayatola, Maghbazar, Dhaka",950,3,2,21000,Maghbazar,485
1365,"Block D, Eastern Housing, Pallabi, Mirpur, Dhaka",850,2,2,13000,Mirpur,180
1366,"Senpara Parbata, Section 10, Mirpur, Dhaka",1300,3,3,21000,Mirpur,606
1367,"North Shahjahanpur, Dhaka",1100,3,3,21000,Shahjahanpur,511
1368,"Sector 14, Uttara, Dhaka",900,2,2,18000,Uttara,594
1369,"East Kazipara, Mirpur, Dhaka",1400,3,3,18000,Mirpur,309
1370,"Baitul Aman Housing Society, Adabor, Dhaka",1250,3,3,22000,Adabor,51
1371,"Block D, Eastern Housing, Pallabi, Mirpur, Dhaka",1200,3,3,18000,Mirpur,180
1372,"Block K, South Banasree Project, Banasree, Dhaka",1200,3,3,15000,Banasree,256
1373,"Arifabad Housing Society, Pallabi, Mirpur, Dhaka",800,2,2,14000,Mirpur,22
1374,"Block J, Pallabi Extension, Pallabi, Mirpur, Dhaka",1000,3,2,15000,Mirpur,249
1375,"Block B, South Banasree Project, Banasree, Dhaka",1500,4,2,18000,Banasree,136
1376,"Shyamoli, Dhaka",600,2,2,15000,Shyamoli,632
1377,"Block B, Eastern Housing, Pallabi, Mirpur, Dhaka",850,2,2,11000,Mirpur,116
1378,"Meradia, Khilgaon, Dhaka",1600,3,3,20000,Khilgaon,438
1379,"Baitul Aman Housing Society, Adabor, Dhaka",850,2,2,15000,Adabor,51
1380,"Sector 2, Block E, Aftab Nagar, Dhaka",1330,3,3,18000,Aftab Nagar,597
1381,"Block D, Dhaka Uddan, Mohammadpur, Dhaka",750,2,2,10000,Mohammadpur,178
1382,"Kafrul, Dhaka",820,2,1,16000,Kafrul,378
1383,"Ward 6, West Nurer Chala, Nurer Chala, Badda, Dhaka",1500,3,3,24000,Badda,700
1384,"Pallabi, Mirpur, Dhaka",1200,3,3,20000,Mirpur,524
1385,"Pallabi, Mirpur, Dhaka",1200,3,3,20000,Mirpur,524
1386,"North Azampur, Dakshin Khan, Dhaka",700,2,2,14000,Dakshin Khan,495
1387,"Maghbazar, Dhaka",750,2,2,15000,Maghbazar,422
1388,"Shyamoli, Dhaka",720,2,2,15000,Shyamoli,632
1389,"Block A, Section 10, Mirpur, Dhaka",650,2,2,12000,Mirpur,97
1390,"Naya Paltan, Motijheel, Dhaka",1500,3,3,30000,Paltan,483
1391,"Shahjahanpur, Dhaka",700,2,2,20000,Shahjahanpur,614
1392,"Sector 13, Uttara, Dhaka",900,2,2,20000,Uttara,593
1393,"Sector 11, Uttara, Dhaka",1000,2,3,17000,Uttara,591
1394,"Block D, Eastern Housing, Pallabi, Mirpur, Dhaka",800,2,2,10000,Mirpur,180
1395,"Block D, Eastern Housing, Pallabi, Mirpur, Dhaka",1000,3,2,15000,Mirpur,180
1396,"Shahjahanpur, Dhaka",1250,3,3,28000,Shahjahanpur,614
1397,"Mohammadi Housing LTD., Mohammadpur, Dhaka",800,2,2,13000,Mohammadpur,459
1398,"Sector 2, Block D, Aftab Nagar, Dhaka",1250,3,3,30000,Aftab Nagar,596
1399,"Sector 2, Block D, Aftab Nagar, Dhaka",1250,3,3,30000,Aftab Nagar,596
1400,"Sector 2, Block D, Aftab Nagar, Dhaka",1500,3,3,40000,Aftab Nagar,596
1401,"Sector 2, Block D, Aftab Nagar, Dhaka",1000,3,2,23000,Aftab Nagar,596
1402,"Sector 2, Block D, Aftab Nagar, Dhaka",1000,3,2,23000,Aftab Nagar,596
1403,"Sector 2, Block D, Aftab Nagar, Dhaka",1000,3,2,23000,Aftab Nagar,596
1404,"Sector 2, Block D, Aftab Nagar, Dhaka",1000,3,2,23000,Aftab Nagar,596
1405,"Sector 2, Block D, Aftab Nagar, Dhaka",1000,3,3,23000,Aftab Nagar,596
1406,"Sector 2, Block D, Aftab Nagar, Dhaka",1000,3,2,23000,Aftab Nagar,596
1407,"Sector 2, Block D, Aftab Nagar, Dhaka",1250,3,3,30000,Aftab Nagar,596
1408,"PC Culture Housing, Mohammadpur, Dhaka",1010,3,2,17000,Mohammadpur,519
1409,"Sector 3, Uttara, Dhaka",2000,3,3,45000,Uttara,600
1410,"Mohammadpur, Dhaka",700,2,2,17000,Mohammadpur,461
1411,"Block C, Section 12, Mirpur, Dhaka",650,2,1,10000,Mirpur,161
1412,"Sector 13, Uttara, Dhaka",2500,3,4,60000,Uttara,593
1413,"Shyamoli, Dhaka",950,2,2,20000,Shyamoli,632
1414,"Shantibag, Malibagh, Dhaka",750,2,2,17000,Malibagh,618
1415,"Bashabo, Dhaka",800,2,1,13000,Bashabo,61
1416,"Mohammadpur, Dhaka",700,2,2,13000,Mohammadpur,461
1417,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",1250,3,3,16000,Mirpur,520
1418,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",1140,3,2,16000,Mirpur,520
1419,"Nadda, Dhaka",700,2,2,12000,Nadda,474
1420,"Nadda, Dhaka",700,2,2,12000,Nadda,474
1421,"Shantinagar, Dhaka",1600,3,3,35000,Shantinagar,619
1422,"Janata Housing, Shah Ali Bag, Section 1, Mirpur, Dhaka",700,2,2,13000,Mirpur,363
1423,"Shantinagar, Dhaka",1600,3,3,35000,Shantinagar,619
1424,"Block B, Dhaka Uddan, Mohammadpur, Dhaka",800,2,2,15000,Mohammadpur,114
1425,"Block B, Dhaka Uddan, Mohammadpur, Dhaka",800,2,2,15000,Mohammadpur,114
1426,"Block B, Dhaka Uddan, Mohammadpur, Dhaka",800,2,2,15000,Mohammadpur,114
1427,"Suchona Model Town, Bochila, Mohammadpur, Dhaka",700,2,2,10000,Mohammadpur,661
1428,"Block C, Section 12, Mirpur, Dhaka",650,2,2,13000,Mirpur,161
1429,"Mohammadpur, Dhaka",700,2,2,15000,Mohammadpur,461
1430,"West Shewrapara, Mirpur, Dhaka",550,2,1,11000,Mirpur,724
1431,"Mohammadpur, Dhaka",1000,3,2,20000,Mohammadpur,461
1432,"Mohammadpur, Dhaka",1000,3,2,20000,Mohammadpur,461
1433,"Block D, Mansurabad Housing Society, Adabor, Dhaka",800,2,2,16000,Adabor,185
1434,"Sector 13, Uttara, Dhaka",1200,4,1,25000,Uttara,593
1435,"South Bishil, Section 1, Mirpur, Dhaka",750,2,2,15000,Mirpur,643
1436,"Uttar Badda, Badda, Dhaka",700,2,2,16000,Badda,691
1437,"South Bishil, Section 1, Mirpur, Dhaka",550,2,1,10000,Mirpur,643
1438,"Block C, Section 6, Mirpur, Dhaka",1150,3,3,19000,Mirpur,164
1439,"Bochila Garden City, Bochila, Mohammadpur, Dhaka",1200,3,3,14000,Mohammadpur,270
1440,"Mohammadpur, Dhaka",720,2,2,17000,Mohammadpur,461
1441,"Middle Paikpara, Mirpur, Dhaka",1000,3,2,15000,Mirpur,445
1442,"Block A, Section 13, Mirpur, Dhaka",750,2,1,13000,Mirpur,100
1443,"Sector 10, Uttara, Dhaka",1500,3,3,25000,Uttara,590
1444,"Sector 10, Uttara, Dhaka",1500,3,3,25000,Uttara,590
1445,"Sector 10, Uttara, Dhaka",1500,3,3,25000,Uttara,590
1446,"Sector 10, Uttara, Dhaka",1500,3,3,25000,Uttara,590
1447,"Sector 10, Uttara, Dhaka",1500,3,3,25000,Uttara,590
1448,"Mohammadpur, Dhaka",650,2,2,18000,Mohammadpur,461
1449,"Ashkona, Dakshin Khan, Dhaka",600,2,2,8000,Dakshin Khan,24
1450,"Section 1, Mirpur, Dhaka",1200,3,3,18000,Mirpur,575
1451,"Block F, aziz Moholla, Mohammadpur, Dhaka",700,2,2,15000,Mohammadpur,228
1452,"Block F, aziz Moholla, Mohammadpur, Dhaka",700,2,2,15000,Mohammadpur,228
1453,"Shyamoli, Dhaka",600,2,1,15000,Shyamoli,632
1454,"Shardar Bari, Dakshin Khan, Dhaka",700,2,2,9000,Dakshin Khan,621
1455,"Shantinagar, Dhaka",1600,3,3,35000,Shantinagar,619
1456,"Vashantek, Cantonment, Dhaka",1050,3,2,13000,Cantonment,696
1457,"West Shewrapara, Mirpur, Dhaka",1100,3,3,16000,Mirpur,724
1458,"Bashabo, Dhaka",800,3,2,15000,Bashabo,61
1459,"Block A, Chandrima Model Town, Mohammadpur, Dhaka",1100,3,3,13000,Mohammadpur,79
1460,"Block E, Bashundhara R-A, Dhaka",1330,3,3,28000,Bashundhara,204
1461,"Block E, Bashundhara R-A, Dhaka",1330,3,3,28000,Bashundhara,204
1462,"Bashabo, Dhaka",800,3,2,15000,Bashabo,61
1463,"Bashabo, Dhaka",800,3,2,15000,Bashabo,61
1464,"Block D, Bashundhara R-A, Dhaka",1900,3,4,35000,Bashundhara,173
1465,"Banani, Dhaka",2800,4,4,60000,Banani,54
1466,"Banani DOHS, Dhaka",1300,3,3,60000,Banani,53
1467,"South Pirerbag, Pirerbag, Mirpur, Dhaka",1175,3,3,15000,Mirpur,658
1468,"Kathalbagan, Dhaka",1300,3,3,26000,Kathalbagan,393
1469,"Badda, Dhaka",1455,3,3,26000,Badda,47
1470,"Shantibag, Malibagh, Dhaka",800,2,2,16000,Malibagh,618
1471,"Shah Ali Bag, Section 1, Mirpur, Dhaka",1360,3,3,18000,Mirpur,609
1472,"Mohammadpur, Dhaka",720,2,2,13000,Mohammadpur,461
1473,"Mohammadpur, Dhaka",700,2,2,16000,Mohammadpur,461
1474,"Kalachandpur, Dhaka",1050,3,3,20000,Kalachandpur,383
1475,"Jahuri Moholla, Mohammadpur, Dhaka",720,2,2,14000,Mohammadpur,359
1476,"Block D, Chandrima Model Town, Mohammadpur, Dhaka",1440,3,3,20000,Mohammadpur,176
1477,"West Shewrapara, Mirpur, Dhaka",1100,3,2,17000,Mirpur,724
1478,"Middle Badda, Badda, Dhaka",720,2,2,13000,Badda,440
1479,"Shahjahanpur, Dhaka",750,2,2,20000,Shahjahanpur,614
1480,"Block B, Metro Housing, Bochila, Mohammadpur, Dhaka",700,2,2,10500,Mohammadpur,121
1481,"Mohammadpur, Dhaka",1050,2,3,23000,Mohammadpur,461
1482,"Kallyanpur, Mirpur, Dhaka",1150,3,2,16500,Mirpur,385
1483,"Modhubag, Boro Maghbazar, Maghbazar, Dhaka",1400,4,3,25000,Maghbazar,454
1484,"Kathalbagan, Dhaka",1250,3,3,22000,Kathalbagan,393
1485,"Shahjahanpur, Dhaka",700,2,2,20000,Shahjahanpur,614
1486,"East Monipur, Mirpur, Dhaka",1250,3,3,18000,Mirpur,316
1487,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",720,2,2,15000,Badda,641
1488,"Block C, Section 12, Mirpur, Dhaka",450,2,1,9000,Mirpur,161
1489,"West Kalachandpur, Kalachandpur, Dhaka",800,2,1,12500,Kalachandpur,711
1490,"Block E, Section 12, Mirpur, Dhaka",650,2,2,13000,Mirpur,212
1491,"Maghbazar, Dhaka",1300,3,3,28000,Maghbazar,422
1492,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",550,1,1,9000,Mirpur,520
1493,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",900,2,2,12000,Mirpur,520
1494,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",900,2,2,12000,Mirpur,520
1495,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",900,2,2,12000,Mirpur,520
1496,"Shyamoli, Dhaka",800,2,2,18000,Shyamoli,632
1497,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",900,2,2,12000,Mirpur,520
1498,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",700,2,1,9000,Mirpur,520
1499,"Block D, Section 12, Mirpur, Dhaka",650,2,2,13000,Mirpur,194
1500,"Shahjahanpur, Dhaka",700,2,2,20000,Shahjahanpur,614
1501,"Block C, Mohanagar Housing, West Rampura, Rampura, Dhaka",900,2,2,16000,Rampura,155
1502,"Kafrul, Dhaka",950,2,2,15000,Kafrul,378
1503,"Shahjahanpur, Dhaka",700,2,2,20000,Shahjahanpur,614
1504,"Block B, Eastern Housing, Pallabi, Mirpur, Dhaka",1200,3,3,17000,Mirpur,116
1505,"South Azampur, Dakshin Khan, Dhaka",1100,3,3,15000,Dakshin Khan,638
1506,"Block B, Mansurabad Housing Society, Adabor, Dhaka",840,2,2,15000,Adabor,120
1507,"Block C, Mansurabad Housing Society, Adabor, Dhaka",800,2,2,15000,Adabor,153
1508,"Section 10, Mirpur, Dhaka",650,2,2,13500,Mirpur,576
1509,"Baridhara, Dhaka",3200,4,4,165000,Baridhara,59
1510,"Kadamtala, Bashabo, Dhaka",850,3,2,13000,Kadamtala,375
1511,"West Kazipara, Mirpur, Dhaka",1050,3,2,14000,Mirpur,713
1512,"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka",800,2,2,15500,Shyamoli,631
1513,"Sector 14, Uttara, Dhaka",900,2,2,17000,Uttara,594
1514,"Gulshan 2, Gulshan, Dhaka",4400,4,4,200000,Gulshan,346
1515,"Block D, Section 11, Mirpur, Dhaka",1330,3,3,21000,Mirpur,193
1516,"Bashabo, Dhaka",700,2,1,13000,Bashabo,61
1517,"Bashabo, Dhaka",900,3,3,18000,Bashabo,61
1518,"Tilpapara, Khilgaon, Dhaka",700,2,2,15000,Khilgaon,683
1519,"Naddapara, Dakshin Khan, Dhaka",1100,3,3,15000,Nadda,475
1520,"Naddapara, Dakshin Khan, Dhaka",1100,3,3,15000,Nadda,475
1521,"Ibrahimpur, Dhaka",850,2,2,14000,Ibrahimpur,355
1522,"Joar Sahara, Dhaka",1550,3,3,24000,Joar Sahara,371
1523,"Block A, Chandrima Model Town, Mohammadpur, Dhaka",1200,3,3,15000,Mohammadpur,79
1524,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,40000,Mirpur,38
1525,"3rd Colony, Mirpur, Dhaka",600,2,1,10000,Mirpur,4
1526,"Joar Sahara, Dhaka",750,2,2,16000,Joar Sahara,371
1527,"Joar Sahara, Dhaka",750,2,2,14000,Joar Sahara,371
1528,"Nadda, Dhaka",1300,3,3,24000,Nadda,474
1529,"West Shewrapara, Mirpur, Dhaka",700,2,2,11000,Mirpur,724
1530,"Kaderabad Housing Society, Katashur, Mohammadpur, Dhaka",750,2,2,16000,Mohammadpur,377
1531,"Block D, Section 12, Mirpur, Dhaka",650,2,2,13000,Mirpur,194
1532,"Block B, Dhaka Uddan, Mohammadpur, Dhaka",1250,3,3,15000,Mohammadpur,114
1533,"South Chalabon, Dakshin Khan, Dhaka",700,2,2,11000,Dakshin Khan,644
1534,"Shyamoli, Dhaka",1000,3,2,20000,Shyamoli,632
1535,"Block C, Section 12, Mirpur, Dhaka",650,2,2,12000,Mirpur,161
1536,"South Chalabon, Dakshin Khan, Dhaka",800,2,2,12000,Dakshin Khan,644
1537,"Shyamoli, Dhaka",700,2,2,16000,Shyamoli,632
1538,"Shyamoli, Dhaka",700,2,2,16000,Shyamoli,632
1539,"Block E, Section 2, Mirpur, Dhaka",700,2,2,13000,Mirpur,213
1540,"Shyamoli, Dhaka",1200,3,3,20000,Shyamoli,632
1541,"Dakshin Khan, Dhaka",1200,3,3,18000,Dakshin Khan,292
1542,"Block F, Section 11, Mirpur, Dhaka",1200,3,3,18000,Mirpur,225
1543,"Block F, Section 11, Mirpur, Dhaka",650,2,2,12000,Mirpur,225
1544,"South Monipur, Mirpur, Dhaka",550,2,1,8000,Mirpur,656
1545,"Block E, Section 12, Mirpur, Dhaka",650,2,2,15000,Mirpur,212
1546,"Block E, Section 12, Mirpur, Dhaka",650,2,2,15000,Mirpur,212
1547,"Block E, Section 12, Mirpur, Dhaka",800,2,2,17500,Mirpur,212
1548,"Block F, aziz Moholla, Mohammadpur, Dhaka",720,2,2,14000,Mohammadpur,228
1549,"Block E, Section 12, Mirpur, Dhaka",650,2,2,13500,Mirpur,212
1550,"Block E, Section 12, Mirpur, Dhaka",650,2,2,15000,Mirpur,212
1551,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,10500,Mirpur,40
1552,"Block C, Future Town, Bochila, Mohammadpur, Dhaka",1350,3,3,15000,Mohammadpur,150
1553,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",950,3,2,20000,Mirpur,40
1554,"Block C, Kaderabad Housing Society, Bosila, Mohammadpur, Dhaka",600,2,1,12000,Mohammadpur,151
1555,"Katashur, Mohammadpur, Dhaka",1250,3,2,25000,Mohammadpur,392
1556,"Block E, Section 12, Mirpur, Dhaka",650,2,2,15000,Mirpur,212
1557,"Block E, Section 12, Mirpur, Dhaka",650,2,2,15000,Mirpur,212
1558,"Block E, Section 12, Mirpur, Dhaka",650,2,2,15000,Mirpur,212
1559,"Block E, Section 12, Mirpur, Dhaka",650,2,2,15000,Mirpur,212
1560,"Taltola, Dakshin Khan, Dhaka",700,2,2,10000,Taltola,673
1561,"Mollika R/A, Section 7, Mirpur, Dhaka",1200,3,3,20000,Mirpur,464
1562,"Shiddheswari, Dhaka",1050,3,3,30000,Shiddheswari,626
1563,"North Ibrahimpur, Ibrahimpur, Dhaka",950,3,2,18500,Ibrahimpur,503
1564,"Sector 11, Uttara, Dhaka",950,2,2,17500,Uttara,591
1565,"Sector 11, Uttara, Dhaka",900,2,2,16000,Uttara,591
1566,"Block C, Section 10, Mirpur, Dhaka",1250,3,2,22000,Mirpur,159
1567,"Block C, Section 10, Mirpur, Dhaka",1300,3,3,30000,Mirpur,159
1568,"Block C, Section 10, Mirpur, Dhaka",1300,3,3,30000,Mirpur,159
1569,"Shantinagar, Dhaka",1750,3,3,35000,Shantinagar,619
1570,"Banani, Dhaka",2060,3,3,65000,Banani,54
1571,"Vashantek, Cantonment, Dhaka",1400,4,4,16000,Cantonment,696
1572,"Vashantek, Cantonment, Dhaka",900,3,2,13000,Cantonment,696
1573,"Block D, Eastern Housing, Pallabi, Mirpur, Dhaka",650,2,2,10000,Mirpur,180
1574,"Block D, Eastern Housing, Pallabi, Mirpur, Dhaka",650,2,2,11000,Mirpur,180
1575,"Bashabo, Dhaka",800,3,2,15000,Bashabo,61
1576,"Block E, Bashundhara R-A, Dhaka",1330,3,3,28000,Bashundhara,204
1577,"Block G/1, Section 2, Mirpur, Dhaka",1200,3,3,20000,Mirpur,235
1578,"South Monipur, Mirpur, Dhaka",800,2,2,13000,Mirpur,656
1579,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,35000,Mirpur,33
1580,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,35000,Mirpur,33
1581,"Shah Ali Bag, Section 1, Mirpur, Dhaka",1360,3,3,18000,Mirpur,609
1582,"Shantinagar, Dhaka",1100,3,3,26000,Shantinagar,619
1583,"North Shahjahanpur, Dhaka",700,2,2,20000,Shahjahanpur,511
1584,"Kaderabad Housing Society, Katashur, Mohammadpur, Dhaka",800,2,2,14500,Mohammadpur,377
1585,"Vatara, Badda, Dhaka",1000,2,2,25000,Vatara,697
1586,"Block F, Eastern Housing, Pallabi, Mirpur, Dhaka",950,3,2,10500,Mirpur,222
1587,"Block A, Metro Housing, Bochila, Mohammadpur, Dhaka",700,2,2,11000,Mohammadpur,87
1588,"Ullan, West Rampura, Rampura, Dhaka",900,2,2,14500,Rampura,690
1589,"Mohammadpur, Dhaka",750,2,2,16000,Mohammadpur,461
1590,"Madartek, Bashabo, Dhaka",700,2,2,13000,Madartek,419
1591,"Mohammadpur, Dhaka",750,2,2,19000,Mohammadpur,461
1592,"Tilpapara, Khilgaon, Dhaka",600,2,1,10000,Khilgaon,683
1593,"Mohammadpur, Dhaka",860,2,2,15000,Mohammadpur,461
1594,"Khilgaon, Dhaka",1200,3,3,26000,Khilgaon,402
1595,"Shantinagar, Dhaka",1600,3,4,35000,Shantinagar,619
1596,"Shahjahanpur, Dhaka",1300,3,3,27000,Shahjahanpur,614
1597,"Kafrul, Dhaka",750,2,2,15000,Kafrul,378
1598,"Malibagh, Dhaka",1200,3,3,25000,Malibagh,427
1599,"Block A, Dhaka Uddan, Mohammadpur, Dhaka",1233,3,3,16000,Mohammadpur,80
1600,"Tejgaon, Dhaka",2150,4,4,50000,Tejgaon,677
1601,"Tejgaon, Dhaka",2150,4,4,50000,Tejgaon,677
1602,"Mohammadpur, Dhaka",650,2,1,13000,Mohammadpur,461
1603,"North Shahjahanpur, Dhaka",750,2,2,20000,Shahjahanpur,511
1604,"North Shahjahanpur, Dhaka",1200,3,3,30000,Shahjahanpur,511
1605,"Tilpapara, Khilgaon, Dhaka",1030,3,2,13000,Khilgaon,683
1606,"Gulshan 1, Gulshan, Dhaka",2600,3,4,70000,Gulshan,345
1607,"Block E, Section 12, Mirpur, Dhaka",700,2,1,11000,Mirpur,212
1608,"Block H, Section 2, Mirpur, Dhaka",650,2,2,13000,Mirpur,240
1609,"Block E, Section 12, Mirpur, Dhaka",650,2,2,13000,Mirpur,212
1610,"Lalmatia, Dhaka",800,2,2,20000,Lalmatia,415
1611,"2nd Colony, Mirpur, Dhaka",1200,3,3,17000,Mirpur,2
1612,"Lalkuthi, 3rd Colony, Mirpur, Dhaka",650,2,2,11000,Mirpur,413
1613,"Badda, Dhaka",750,2,2,18000,Badda,47
1614,"Malibagh, Dhaka",700,2,2,18000,Malibagh,427
1615,"Malibagh, Dhaka",600,2,2,17000,Malibagh,427
1616,"Vashantek, Cantonment, Dhaka",800,2,2,12000,Cantonment,696
1617,"2nd Colony, Mirpur, Dhaka",700,2,2,14000,Mirpur,2
1618,"Block D, Section 15, Mirpur, Dhaka",1872,3,3,28000,Mirpur,195
1619,"Block D, Section 2, Mirpur, Dhaka",1250,3,3,18000,Mirpur,196
1620,"Block G, Bashundhara R-A, Dhaka",1575,3,3,30000,Bashundhara,230
1621,"Block G, Bashundhara R-A, Dhaka",1500,3,3,28000,Bashundhara,230
1622,"Road No 11, Block C, Section 11, Mirpur, Dhaka",650,2,2,12000,Mirpur,550
1623,"Uttar Badda, Badda, Dhaka",1160,3,3,20000,Badda,691
1624,"aziz Moholla, Mohammadpur, Dhaka",720,2,2,15000,Mohammadpur,728
1625,"Shyamoli, Dhaka",1200,3,3,20000,Shyamoli,632
1626,"Block A, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",1500,4,3,20000,Mohammadpur,74
1627,"Block A, Kaderabad Housing Society, Bosila, Mohammadpur, Dhaka",1250,3,3,23000,Mohammadpur,83
1628,"1st Colony, Mirpur, Dhaka",1300,3,3,17000,Mirpur,0
1629,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",1654,3,3,15000,Uttara,93
1630,"West Kazipara, Mirpur, Dhaka",650,2,1,10000,Mirpur,713
1631,"Block B, Mansurabad Housing Society, Adabor, Dhaka",800,2,2,16000,Adabor,120
1632,"Block E, Section 12, Mirpur, Dhaka",650,2,2,13500,Mirpur,212
1633,"Block B, Mansurabad Housing Society, Adabor, Dhaka",720,2,2,15000,Adabor,120
1634,"Block C, Kaderabad Housing Society, Bosila, Mohammadpur, Dhaka",750,2,2,15000,Mohammadpur,151
1635,"Uttar Badda, Badda, Dhaka",700,2,2,13000,Badda,691
1636,"Block D, Mansurabad Housing Society, Adabor, Dhaka",800,2,2,16000,Adabor,185
1637,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",950,3,2,20000,Mirpur,40
1638,"Block E, Section 12, Mirpur, Dhaka",650,2,2,15000,Mirpur,212
1639,"Block E, Section 12, Mirpur, Dhaka",650,2,2,15000,Mirpur,212
1640,"1st Colony, Mirpur, Dhaka",650,2,2,12000,Mirpur,0
1641,"22 Bari, West Kazipara, Mirpur, Dhaka",650,2,2,11000,Mirpur,1
1642,"Tejgaon, Dhaka",1200,3,3,25000,Tejgaon,677
1643,"Block D, Mansurabad Housing Society, Adabor, Dhaka",720,2,2,16000,Adabor,185
1644,"Merul Badda, Badda, Dhaka",700,2,2,16000,Badda,439
1645,"Block D, Mansurabad Housing Society, Adabor, Dhaka",800,2,2,16000,Adabor,185
